Survived,Pclass,Age,SibSp,Parch,Fare,Age_Missing,Cabin_Deck,Cabin_Missing,Embarked_Q,Embarked_S,Sex_male,Family_Size,Is_Alone,Fare_Per_Person
1,2,-0.10463740114712752,0,0,-0.48507900373776425,0,-1,1,0,1,1,1,1,-0.48507900373776425
1,0,-1.949033640858116,0,2,0.9997696105865636,0,0,0,0,1,1,3,0,0.33325653686218787
1,1,-1.2573850509664952,0,1,-0.255795253400548,0,-1,1,0,1,0,2,0,-0.127897626700274
1,0,0.35646165878061953,0,0,-0.11384570873513637,0,-1,1,0,1,1,1,1,-0.11384570873513637
1,2,-1.8721837975368247,2,1,-0.26066180729354516,0,-1,1,0,0,0,4,0,-0.06516545182338629
1,0,1.7397588385638607,0,0,-0.034313694348132716,0,2,0,0,1,1,1,1,-0.034313694348132716
0,1,0.5101613454232019,1,2,-0.08968408411123653,0,-1,1,0,1,1,4,0,-0.022421021027809133
0,2,-0.10463740114712752,1,0,-0.2463983948905696,0,-1,1,0,1,1,2,0,-0.1231991974452848
0,0,0.04906228549545483,0,0,-0.08968408411123653,0,2,0,0,0,1,1,1,-0.08968408411123653
1,0,1.5092093085999871,1,0,1.145663540471827,0,2,0,0,0,1,2,0,0.5728317702359135
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,2,-0.027787557825836348,0,0,-0.4894421904510968,0,-1,1,0,0,1,1,1,-0.4894421904510968
0,0,2.738806801740646,0,0,-0.11384570873513637,0,4,0,0,1,1,1,1,-0.11384570873513637
1,0,-0.10463740114712752,1,0,0.395813560675251,0,3,0,0,1,0,2,0,0.1979067803376255
1,1,1.5860591519212783,0,0,-0.43700743807979686,0,-1,1,0,1,0,1,1,-0.43700743807979686
0,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
1,0,1.432359465278696,0,0,-0.11384570873513637,0,4,0,0,1,1,1,1,-0.11384570873513637
0,2,0.35646165878061953,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,0,1.3555096219574048,0,0,0.12676380314453292,0,4,0,0,1,1,1,1,0.12676380314453292
0,1,1.432359465278696,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,0.6638610320657843,0,0,-0.5064721088735089,0,-1,1,0,1,1,1,1,-0.5064721088735089
0,1,-0.10463740114712752,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
0,0,2.0471582118490255,0,0,-0.11384570873513637,0,-1,1,0,1,1,1,1,-0.11384570873513637
0,2,-0.10463740114712752,0,0,-0.4928811950225652,0,-1,1,1,0,1,1,1,-0.4928811950225652
1,2,-2.1987956316523123,2,1,-0.26066180729354516,0,-1,1,0,0,0,4,0,-0.06516545182338629
0,2,-0.10463740114712752,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
0,2,0.6638610320657843,0,0,-0.47400492578514347,0,-1,1,0,1,1,1,1,-0.47400492578514347
1,1,0.27961181545932834,1,2,-0.08968408411123653,0,-1,1,0,1,0,4,0,-0.022421021027809133
1,1,-0.48888661775358344,0,0,-0.3707300882677209,0,3,0,0,0,0,1,1,-0.3707300882677209
0,2,-0.5657364610748746,0,0,-0.45034666834090825,0,-1,1,0,1,0,1,1,-0.45034666834090825
0,0,-0.10463740114712752,0,0,0.39858208016340624,0,0,0,0,1,1,1,1,0.39858208016340624
0,1,0.35646165878061953,1,0,-0.22559322262067316,0,-1,1,0,1,1,2,0,-0.11279661131033658
0,2,-0.027787557825836348,1,0,-0.5065566745596926,0,-1,1,0,1,1,2,0,-0.2532783372798463
0,2,-0.5657364610748746,0,0,-0.4969926981460655,0,-1,1,0,1,1,1,1,-0.4969926981460655
1,2,-2.1027333275006983,0,1,-0.4010166847337793,0,-1,1,0,1,0,2,0,-0.20050834236688966
0,2,-1.56478442425166,5,2,0.2958951755118318,0,-1,1,0,1,1,8,0,0.036986896938978976
0,1,-0.10463740114712752,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
0,2,1.5860591519212783,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,2,2.585107115098064,0,0,-0.455380340137554,0,-1,1,0,1,0,1,1,-0.455380340137554
1,0,-0.33518693111100106,1,0,1.1854295476653287,0,1,0,0,0,1,2,0,0.5927147738326644
0,2,-0.10463740114712752,3,1,-0.13565761536436197,0,-1,1,0,1,0,5,0,-0.027131523072872393
1,0,0.4333115021019107,1,0,1.163700193253568,0,2,0,0,1,0,2,0,0.581850096626784
0,0,2.200857898491608,0,0,-0.05042144409739929,0,1,0,0,0,1,1,1,-0.05042144409739929
0,2,0.04906228549545483,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,2,-1.56478442425166,1,1,-0.32828012727224753,0,-1,1,0,1,1,3,0,-0.10942670909074918
0,2,-0.10463740114712752,1,0,-0.2463983948905696,0,-1,1,0,1,1,2,0,-0.1231991974452848
0,2,-0.6425863043961658,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
0,0,1.9703083685277343,0,0,-0.034313694348132716,0,2,0,0,1,1,1,1,-0.034313694348132716
0,0,3.1999058616683933,0,0,0.3483299278831318,0,-1,1,0,0,1,1,1,0.3483299278831318
0,2,-0.6425863043961658,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,-0.10463740114712752,0,0,-0.3573083057891445,0,-1,1,0,0,1,1,1,-0.3573083057891445
1,0,1.893458525206443,1,0,0.9274538680872313,0,3,0,0,0,0,2,0,0.46372693404361565
0,2,-0.10463740114712752,0,0,-0.3443878770215141,0,-1,1,0,1,1,1,1,-0.3443878770215141
0,0,-0.33518693111100106,1,2,2.4029901895877646,0,2,0,0,1,0,4,0,0.6007475473969411
0,2,-0.41203677443229225,0,0,-0.49145565916975514,0,-1,1,0,1,1,1,1,-0.49145565916975514
0,2,-0.9499856776813305,0,0,-0.47400492578514347,0,-1,1,0,1,1,1,1,-0.47400492578514347
0,2,-0.6425863043961658,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
0,2,-0.10463740114712752,0,0,-0.4948100980550399,0,-1,1,1,0,0,1,1,-0.4948100980550399
0,2,0.5870111887444931,0,0,-0.455380340137554,0,-1,1,0,1,0,1,1,-0.455380340137554
1,0,-1.0268355210026217,0,0,1.093228788100527,0,1,0,0,1,0,1,1,1.093228788100527
0,0,-0.8731358343600393,1,0,1.5442457810799908,0,2,0,0,0,1,2,0,0.7721228905399954
1,1,0.27961181545932834,0,2,-0.12491978668775715,0,-1,1,0,1,0,3,0,-0.04163992889591905
1,0,-0.10463740114712752,0,0,-0.11384570873513637,0,-1,1,0,1,1,1,1,-0.11384570873513637
0,2,-0.10463740114712752,0,0,-0.1948878246611338,0,-1,1,0,1,1,1,1,-0.1948878246611338
1,2,-0.2583370877897099,0,0,0.48910360681684706,0,-1,1,0,1,1,1,1,0.48910360681684706
1,2,-0.027787557825836348,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,0,0.5101613454232019,0,0,-0.11913106412161445,0,4,0,0,1,1,1,1,-0.11913106412161445
1,0,1.893458525206443,1,0,0.5475787653441219,0,-1,1,0,0,0,2,0,0.27378938267206093
0,2,-0.41203677443229225,0,0,-0.4974960653257301,0,-1,1,0,1,1,1,1,-0.4974960653257301
0,0,1.3555096219574048,0,0,0.036576512298389464,0,3,0,0,1,1,1,1,0.036576512298389464
1,1,0.35646165878061953,0,0,-0.43700743807979686,0,5,0,0,1,0,1,1,-0.43700743807979686
0,2,-0.10463740114712752,0,0,-0.1621689579829361,0,-1,1,1,0,1,1,1,-0.1621689579829361
1,1,0.5101613454232019,1,0,-0.12491978668775715,0,-1,1,0,1,0,2,0,-0.062459893343878574
0,2,0.20276197213803718,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
1,0,0.04906228549545483,0,0,1.2341715984066093,0,1,0,0,1,0,1,1,1.2341715984066093
0,2,-0.5657364610748746,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,2,-0.10463740114712752,0,0,-0.5029485386158568,0,-1,1,0,0,1,1,1,-0.5029485386158568
1,0,1.1249600919935314,0,1,0.5189714017894245,0,1,0,0,0,0,2,0,0.25948570089471223
0,2,-0.10463740114712752,0,0,-0.5028639729296732,0,-1,1,0,0,1,1,1,-0.5028639729296732
0,2,0.8559856403690123,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
1,1,1.5860591519212783,0,0,-0.43700743807979686,0,-1,1,0,1,0,1,1,-0.43700743807979686
0,0,-0.10463740114712752,0,0,3.817033162951754,0,2,0,0,1,1,1,1,3.817033162951754
0,2,0.7407108753870755,0,0,-0.4888542575852486,0,-1,1,0,1,1,1,1,-0.4888542575852486
0,1,-0.48888661775358344,2,1,-0.41687275089321363,0,-1,1,0,1,1,4,0,-0.10421818772330341
1,1,-2.1027333275006983,1,1,-0.12491978668775715,0,-1,1,0,1,0,3,0,-0.04163992889591905
0,2,-0.10463740114712752,0,0,-0.5028639729296732,0,-1,1,0,0,1,1,1,-0.5028639729296732
0,2,-0.9499856776813305,1,1,-0.5028639729296732,0,-1,1,0,0,1,3,0,-0.16762132430989107
1,2,-0.10463740114712752,0,2,-0.19824427701513722,0,-1,1,0,0,0,3,0,-0.06608142567171241
0,2,0.04906228549545483,0,0,-0.47400492578514347,0,-1,1,0,1,0,1,1,-0.47400492578514347
1,1,-1.7184841108942424,0,2,-0.11988611489111134,0,-1,1,0,1,0,3,0,-0.039962038297037115
0,0,1.2018099353148226,0,0,-0.11384570873513637,0,1,0,0,1,1,1,1,-0.11384570873513637
1,0,0.04906228549545483,0,0,1.4944124302931971,0,-1,1,0,0,0,1,1,1.4944124302931971
0,2,-0.10463740114712752,0,0,-0.35646868933346404,0,-1,1,0,1,1,1,1,-0.35646868933346404
1,0,-0.5657364610748746,0,2,0.3482453621969482,0,1,0,0,0,0,3,0,0.11608178739898273
1,0,0.5101613454232019,0,2,0.7811411367084872,0,1,0,0,1,0,3,0,0.26038037890282906
0,2,-1.56478442425166,4,2,-0.01870931177853076,0,-1,1,0,1,0,7,0,-0.0026727588255043943
0,2,-1.4110847376090776,4,2,-0.01870931177853076,0,-1,1,0,1,0,7,0,-0.0026727588255043943
1,1,0.20276197213803718,1,0,-0.12491978668775715,0,-1,1,0,1,1,2,0,-0.062459893343878574
0,0,1.5860591519212783,1,0,1.4944124302931971,0,2,0,0,0,1,2,0,0.7472062151465986
0,0,2.661956958419355,0,0,-0.12491978668775715,0,-1,1,0,1,1,1,1,-0.12491978668775715
1,1,-0.7962859910387481,1,0,-0.12491978668775715,0,-1,1,0,1,0,2,0,-0.062459893343878574
1,1,-0.10463740114712752,0,0,-0.3693045524149108,0,-1,1,0,0,1,1,1,-0.3693045524149108
0,2,0.27961181545932834,1,1,-0.2351571990343002,0,-1,1,0,1,1,3,0,-0.07838573301143341
1,1,-1.6416342675729512,1,1,0.09152810056801232,0,-1,1,0,1,1,3,0,0.030509366856004107
1,0,-0.9499856776813305,0,2,1.5841789061771412,0,2,0,0,0,1,3,0,0.5280596353923804
0,1,-0.1814872444684187,0,0,-0.12491978668775715,0,-1,1,0,1,1,1,1,-0.12491978668775715
0,2,-0.10463740114712752,0,0,-0.49078316061772326,0,-1,1,1,0,1,1,1,-0.49078316061772326
1,2,-0.5657364610748746,0,0,-0.5029485386158568,0,-1,1,0,0,1,1,1,-0.5029485386158568
1,2,-0.5657364610748746,0,0,-0.4918744606632361,0,-1,1,0,1,0,1,1,-0.4918744606632361
0,0,2.5082572717767726,0,0,-0.11384570873513637,0,-1,1,0,1,1,1,1,-0.11384570873513637
1,0,1.432359465278696,1,0,0.1489119590497745,0,0,0,0,0,0,2,0,0.07445597952488725
0,0,-0.10463740114712752,0,0,3.9327230485884233,0,-1,1,0,0,1,1,1,3.9327230485884233
1,0,0.7407108753870755,1,1,0.955306180872432,0,4,0,0,1,0,3,0,0.318435393624144
1,2,0.5101613454232019,1,0,-0.29807809649237277,0,-1,1,0,1,0,2,0,-0.14903904824618638
0,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
0,2,0.8175607187083667,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,1,-0.10463740114712752,0,0,-0.3766033765200472,0,-1,1,0,1,1,1,1,-0.3766033765200472
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,0,1,1,-0.4863374216869257
0,2,-0.41203677443229225,2,0,-0.1621689579829361,0,-1,1,0,1,1,3,0,-0.05405631932764537
0,2,-0.7962859910387481,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,2,-0.027787557825836348,0,4,-0.22408312108167944,0,-1,1,0,1,0,5,0,-0.044816624216335886
0,2,-0.10463740114712752,0,0,-0.5028639729296732,0,-1,1,0,0,1,1,1,-0.5028639729296732
1,2,0.20276197213803718,0,0,-0.4902797934380587,0,-1,1,0,1,1,1,1,-0.4902797934380587
1,1,2.5082572717767726,0,0,-0.43700743807979686,0,-1,1,0,1,1,1,1,-0.43700743807979686
1,0,1.816608681885152,2,0,0.38809593507663365,0,2,0,0,1,0,3,0,0.12936531169221122
1,0,0.5101613454232019,0,0,-0.11711759540295616,0,4,0,0,1,1,1,1,-0.11711759540295616
1,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
0,2,-1.0268355210026217,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,-0.7962859910387481,0,0,-0.35646868933346404,0,-1,1,0,1,1,1,1,-0.35646868933346404
1,1,0.35646165878061953,0,0,-0.3866707201133388,0,-1,1,0,1,0,1,1,-0.3866707201133388
1,0,0.7407108753870755,1,0,0.4771073601910807,0,4,0,0,1,0,2,0,0.23855368009554034
0,2,-0.10463740114712752,1,0,-0.3573083057891445,0,-1,1,0,0,0,2,0,-0.17865415289457226
1,2,0.20276197213803718,0,0,-0.4888542575852486,0,-1,1,0,1,1,1,1,-0.4888542575852486
1,1,-0.33518693111100106,1,1,-0.04438103794142432,0,-1,1,0,1,0,3,0,-0.014793679313808107
1,0,0.7407108753870755,1,1,1.5841789061771412,0,2,0,0,0,0,3,0,0.5280596353923804
0,1,1.893458525206443,0,0,-0.12491978668775715,0,-1,1,0,1,1,1,1,-0.12491978668775715
0,0,0.5101613454232019,0,0,0.15948266982273065,0,0,0,0,0,1,1,1,0.15948266982273065
0,2,-0.10463740114712752,0,0,-0.47299819142581434,0,-1,1,0,0,1,1,1,-0.47299819142581434
1,0,-0.8731358343600393,0,2,0.955306180872432,0,4,0,0,1,0,3,0,0.318435393624144
0,1,1.3555096219574048,0,0,-0.3464013457401724,0,-1,1,0,1,1,1,1,-0.3464013457401724
1,0,2.3545575851341902,1,1,0.9462455716384695,0,1,0,0,0,1,3,0,0.31541519054615647
0,2,-0.5657364610748746,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,0.4333115021019107,0,0,-0.5049620073345151,0,-1,1,0,1,1,1,1,-0.5049620073345151
1,0,1.7397588385638607,1,0,0.9274538680872313,0,3,0,0,0,0,2,0,0.46372693404361565
0,2,1.3555096219574048,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
0,2,-0.10463740114712752,0,2,-0.49237782784290063,0,-1,1,1,0,0,3,0,-0.16412594261430022
0,1,0.5870111887444931,1,0,-0.12491978668775715,0,-1,1,0,1,1,2,0,-0.062459893343878574
0,2,0.5101613454232019,1,1,-0.1621689579829361,0,-1,1,0,1,1,3,0,-0.05405631932764537
1,1,-0.10463740114712752,0,0,0.016023023618325298,0,-1,1,0,1,0,1,1,0.016023023618325298
0,2,1.5092093085999871,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
0,2,-0.10463740114712752,0,0,-0.5029485386158568,0,-1,1,0,0,1,1,1,-0.5029485386158568
1,0,1.5092093085999871,1,0,0.49782998024351216,0,0,0,0,0,1,2,0,0.24891499012175608
1,1,-0.41203677443229225,2,1,-0.10478509950117394,0,-1,1,0,1,0,4,0,-0.026196274875293486
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,0,-0.10463740114712752,0,0,0.2052890831722074,0,-1,1,0,1,1,1,1,0.2052890831722074
0,2,1.1249600919935314,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,0,0.4333115021019107,0,0,-0.11384570873513637,0,-1,1,0,0,1,1,1,-0.11384570873513637
0,2,0.5101613454232019,1,0,-0.3353272677875516,0,-1,1,0,1,1,2,0,-0.1676636338937758
0,2,0.04906228549545483,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
1,0,-0.1814872444684187,0,0,-0.034313694348132716,0,-1,1,0,1,1,1,1,-0.034313694348132716
1,1,-0.5657364610748746,1,2,0.18876253192945994,0,-1,1,0,0,0,4,0,0.047190632982364984
1,0,0.8175607187083667,0,0,2.441497778832105,0,2,0,0,1,0,1,1,2.441497778832105
0,2,0.7407108753870755,1,5,-0.01870931177853076,0,-1,1,0,1,0,7,0,-0.0026727588255043943
0,2,-0.10463740114712752,0,0,-0.5064721088735089,0,-1,1,0,1,1,1,1,-0.5064721088735089
1,2,-0.10463740114712752,1,0,-0.3363340021468808,0,-1,1,1,0,0,2,0,-0.1681670010734404
0,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
0,2,0.4333115021019107,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,1,-0.41203677443229225,1,2,0.6603330135889879,0,-1,1,0,1,0,4,0,0.16508325339724697
0,2,0.35646165878061953,1,1,-0.35848215805212236,0,-1,1,0,1,1,3,0,-0.11949405268404079
0,2,-0.2583370877897099,1,0,-0.32425318983493084,0,-1,1,0,1,0,2,0,-0.16212659491746542
1,1,-1.949033640858116,2,1,0.13683114673782454,0,5,0,0,1,0,4,0,0.034207786684456135
0,1,-0.2583370877897099,0,0,-0.43700743807979686,0,-1,1,0,1,1,1,1,-0.43700743807979686
0,2,-0.1814872444684187,1,0,-0.3573908580066095,0,-1,1,0,0,1,2,0,-0.17869542900330476
1,0,0.9712604053509489,1,0,0.40974072380221066,0,3,0,0,1,1,2,0,0.20487036190110533
1,2,-0.719436147717457,1,1,-0.33146744825388363,0,-1,1,0,0,1,3,0,-0.11048914941796122
0,2,-0.6425863043961658,0,0,-0.4902797934380587,0,-1,1,0,1,1,1,1,-0.4902797934380587
0,2,-0.6425863043961658,0,0,-0.32425318983493084,0,-1,1,0,1,1,1,1,-0.32425318983493084
0,0,2.4314074284554814,0,0,0.002347544081197954,0,3,0,0,1,1,1,1,0.002347544081197954
0,1,2.1240080551703167,0,0,-0.3997582667846179,0,-1,1,1,0,1,1,1,-0.3997582667846179
1,0,-0.6425863043961658,0,0,0.921244330558889,0,3,0,0,1,0,1,1,0.921244330558889
0,2,-0.2583370877897099,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,2,-0.10463740114712752,0,0,-0.49271407711891657,0,-1,1,1,0,1,1,1,-0.49271407711891657
1,0,3.8915544515600136,0,0,-0.04438103794142432,0,0,0,0,1,1,1,1,-0.04438103794142432
0,2,1.6629089952425695,0,0,-0.5063875431873253,0,-1,1,0,1,1,1,1,-0.5063875431873253
1,0,0.20276197213803718,0,0,-0.034313694348132716,0,1,0,0,0,1,1,1,-0.034313694348132716
0,0,-0.10463740114712752,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
0,2,-1.56478442425166,3,2,-0.08666388103324908,0,-1,1,0,1,0,6,0,-0.01444398017220818
1,1,-0.10463740114712752,0,0,-0.3866707201133388,0,-1,1,0,1,0,1,1,-0.3866707201133388
0,2,0.20276197213803718,0,0,-0.4888542575852486,0,-1,1,0,1,1,1,1,-0.4888542575852486
0,1,0.12591212881674602,1,1,-0.11988611489111134,0,-1,1,0,1,1,3,0,-0.039962038297037115
0,2,0.8944105620296577,0,5,0.1506737441786005,0,-1,1,0,1,0,6,0,0.025112290696433417
0,2,-0.10463740114712752,1,0,-0.32425318983493084,0,-1,1,0,1,1,2,0,-0.16212659491746542
0,2,-0.719436147717457,0,0,-0.4902797934380587,0,-1,1,0,1,1,1,1,-0.4902797934380587
1,0,-0.41203677443229225,0,0,0.7469121684912956,0,1,0,0,0,0,1,1,0.7469121684912956
0,2,-2.1027333275006983,3,2,-0.08666388103324908,0,-1,1,0,1,0,6,0,-0.01444398017220818
1,2,-0.10463740114712752,0,0,0.48910360681684706,0,-1,1,0,1,1,1,1,0.48910360681684706
1,2,-2.1987956316523123,2,1,-0.26066180729354516,0,-1,1,0,0,0,4,0,-0.06516545182338629
1,0,1.432359465278696,1,0,0.8964967865378598,0,3,0,0,0,1,2,0,0.4482483932689299
0,2,-0.7962859910387481,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
1,0,2.0471582118490255,0,0,0.06635974158478332,0,0,0,0,0,1,1,1,0.06635974158478332
0,2,-0.10463740114712752,0,0,-0.49640476528021726,0,-1,1,0,1,1,1,1,-0.49640476528021726
1,2,-0.48888661775358344,0,0,-0.49640476528021726,0,-1,1,0,1,0,1,1,-0.49640476528021726
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
1,1,-0.8731358343600393,0,1,-0.18532384824750675,0,-1,1,0,1,0,2,0,-0.09266192412375338
0,2,-0.6425863043961658,0,0,-0.47861979608830835,0,-1,1,0,1,1,1,1,-0.47861979608830835
1,2,-0.10463740114712752,0,0,-0.49078316061772326,0,-1,1,1,0,0,1,1,-0.49078316061772326
0,2,-0.8731358343600393,0,0,-0.5125125150294839,0,-1,1,1,0,0,1,1,-0.5125125150294839
0,1,-0.41203677443229225,2,0,0.8314778546749452,0,-1,1,0,1,1,3,0,0.27715928489164837
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,2,0.20276197213803718,1,1,-0.3363340021468808,0,-1,1,1,0,0,3,0,-0.11211133404896027
0,1,-0.48888661775358344,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
0,0,2.200857898491608,0,2,1.6323350375212924,0,3,0,0,0,1,3,0,0.5441116791737641
1,0,1.5860591519212783,2,0,2.042579288947925,0,-1,1,0,1,1,3,0,0.6808597629826417
0,2,0.8175607187083667,0,0,-0.5029485386158568,0,-1,1,0,0,1,1,1,-0.5029485386158568
0,0,1.3555096219574048,0,0,-0.13322534515222276,0,4,0,0,1,1,1,1,-0.13322534515222276
0,2,0.5101613454232019,0,0,-0.4974960653257301,0,-1,1,0,1,1,1,1,-0.4974960653257301
1,2,-0.719436147717457,1,0,-0.4888542575852486,0,-1,1,0,1,1,2,0,-0.2444271287926243
0,1,0.20276197213803718,2,0,0.8314778546749452,0,-1,1,0,1,1,3,0,0.27715928489164837
0,1,-0.33518693111100106,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
